金额,商品,支付时间,地点,商品大类,商品二级类
3.0,芬达330ml,2017/2/18 17:13,E,饮料,碳酸饮料
3.0,统一冰红茶,2017/2/18 17:15,D,饮料,茶饮料
4.0,阿萨姆奶茶,2017/2/18 19:02,E,饮料,茶饮料
3.5,东鹏特饮,2017/2/18 19:15,A,饮料,功能饮料
3.0,芬达330ml,2017/2/18 19:15,C,饮料,碳酸饮料
4.5,78g卫龙亲嘴语辣条,2017/2/18 19:37,C,非饮料,肉干/豆制品/蛋
5.0,85g统一老坛酸菜牛肉面,2017/2/18 19:37,C,非饮料,方便速食
3.5,85g新麦潮手撕面包（提子味）,2017/2/18 19:37,C,非饮料,饼干糕点
4.0,美汁源果粒橙,2017/2/18 19:37,C,饮料,果蔬饮料
3.5,维他柠檬茶,2017/2/18 19:37,C,饮料,茶饮料
3.5,雪碧,2017/2/18 19:37,C,饮料,碳酸饮料
3.0,怡宝,2017/2/18 19:37,C,饮料,水
3.0,统一冰红茶,2017/2/18 21:14,A,饮料,茶饮料
4.0,阿萨姆奶茶,2017/2/18 22:14,E,饮料,茶饮料
3.0,统一绿茶,2017/2/18 22:26,D,饮料,茶饮料
3.0,统一绿茶,2017/2/18 23:16,A,饮料,茶饮料
1.0,香豆干,2017/2/18 23:34,B,非饮料,肉干/豆制品/蛋
1.0,香豆干,2017/2/18 23:54,E,非饮料,肉干/豆制品/蛋
4.0,营养快线,2017/2/19 01:40,E,饮料,乳制品
3.5,统一绿茶,2017/2/19 08:15,A,饮料,茶饮料
3.0,熊字饼,2017/2/19 09:56,B,非饮料,饼干糕点
4.5,40g上好佳日式鱼果,2017/2/19 10:44,E,非饮料,膨化食品
3.0,统一冰红茶,2017/2/19 11:30,B,饮料,茶饮料
3.5,统一绿茶,2017/2/19 12:01,C,饮料,茶饮料
3.5,统一绿茶,2017/2/19 12:12,E,饮料,茶饮料
3.0,怡宝,2017/2/19 12:17,C,饮料,水
3.0,维他柠檬茶,2017/2/19 12:17,D,饮料,茶饮料
3.5,统一绿茶,2017/2/19 12:52,E,饮料,茶饮料
4.5,脉动,2017/2/19 13:01,A,饮料,功能饮料
2.5,怡宝纯净水,2017/2/19 13:42,A,饮料,水
3.0,统一冰红茶,2017/2/19 14:13,E,饮料,茶饮料
3.5,东鹏特饮,2017/2/19 14:14,E,饮料,功能饮料
59.4,180g统一满汉全席台式半筋半肉牛肉面,2017/2/19 14:38,E,非饮料,方便速食
4.5,加多宝,2017/2/19 14:38,E,饮料,茶饮料
2.0,怡宝,2017/2/19 14:38,E,饮料,水
10.0,口味王槟榔（绿）,2017/2/19 14:39,A,非饮料,蜜饯/果干
3.0,可口可乐（500ml）,2017/2/19 14:39,D,饮料,碳酸饮料
3.5,统一冰红茶,2017/2/19 15:04,E,饮料,茶饮料
3.5,统一冰红茶,2017/2/19 16:11,E,饮料,茶饮料
3.0,果粒橙,2017/2/19 16:12,E,饮料,果蔬饮料
3.0,可口可乐最新款,2017/2/19 16:40,D,饮料,碳酸饮料
3.0,熊字饼,2017/2/19 16:40,E,非饮料,饼干糕点
4.0,银鹭八宝粥,2017/2/19 16:44,A,饮料,方便速食
3.5,王老吉（罐）,2017/2/19 16:44,C,饮料,茶饮料
3.5,王老吉（罐）,2017/2/19 16:44,D,饮料,茶饮料
4.5,脉动,2017/2/19 19:49,C,饮料,功能饮料
3.0,统一冰红茶,2017/2/19 21:09,B,饮料,茶饮料
3.0,雪碧最新款,2017/2/19 23:34,B,饮料,碳酸饮料
3.0,怡宝,2017/2/20 00:05,C,饮料,水
5.0,营养快线,2017/2/20 00:19,C,饮料,乳制品
5.0,营养快线,2017/2/20 00:20,E,饮料,乳制品
3.0,怡宝,2017/2/20 03:32,C,饮料,水
3.0,怡宝,2017/2/20 03:33,E,饮料,水
3.0,250ml维他原味豆奶,2017/2/20 08:38,B,饮料,植物蛋白
4.0,营养快线,2017/2/20 08:38,B,饮料,乳制品
3.0,统一冰红茶,2017/2/20 09:07,A,饮料,茶饮料
3.0,统一冰红茶,2017/2/20 09:16,D,饮料,茶饮料
4.0,脉动,2017/2/20 10:26,A,饮料,功能饮料
4.0,王老吉（罐）,2017/2/20 10:48,C,饮料,茶饮料
3.0,熊字饼,2017/2/20 10:48,E,非饮料,饼干糕点
3.0,统一冰红茶,2017/2/20 11:14,D,饮料,茶饮料
3.0,卫龙大面筋,2017/2/20 11:14,E,非饮料,肉干/豆制品/蛋
3.0,可口可乐330ml,2017/2/20 13:11,B,饮料,碳酸饮料
4.0,脉动,2017/2/20 13:34,D,饮料,功能饮料
4.0,脉动,2017/2/20 14:02,B,饮料,功能饮料
4.0,营养快线,2017/2/20 14:30,C,饮料,乳制品
3.5,王老吉（罐）,2017/2/20 14:30,E,饮料,茶饮料
3.0,伊利优酸乳,2017/2/20 15:40,C,饮料,乳制品
3.5,芬达330ml,2017/2/20 15:54,C,饮料,碳酸饮料
3.5,芬达330ml,2017/2/20 15:55,E,饮料,碳酸饮料
3.0,维他柠檬茶,2017/2/20 17:23,B,饮料,茶饮料
3.5,芬达330ml,2017/2/20 19:26,E,饮料,碳酸饮料
3.0,统一冰红茶,2017/2/20 20:21,A,饮料,茶饮料
3.0,伊利优酸乳,2017/2/20 20:57,C,饮料,乳制品
3.0,伊利优酸乳,2017/2/20 22:18,E,饮料,乳制品
3.5,东鹏特饮,2017/2/21 01:42,E,饮料,功能饮料
3.0,伊利优酸乳,2017/2/21 01:57,E,饮料,乳制品
1.0,香豆干,2017/2/21 01:58,A,非饮料,肉干/豆制品/蛋
1.0,香豆干,2017/2/21 08:34,D,非饮料,肉干/豆制品/蛋
3.0,统一冰红茶,2017/2/21 09:12,A,饮料,茶饮料
2.5,凤爪,2017/2/21 09:12,D,非饮料,肉干/豆制品/蛋
3.0,统一冰红茶,2017/2/21 12:56,A,饮料,茶饮料
3.0,统一冰红茶,2017/2/21 12:57,D,饮料,茶饮料
3.0,熊字饼,2017/2/21 13:17,B,非饮料,饼干糕点
3.5,统一冰红茶,2017/2/21 14:10,E,饮料,茶饮料
4.5,阿萨姆奶茶,2017/2/21 14:11,C,饮料,茶饮料
4.0,脉动,2017/2/21 14:30,B,饮料,功能饮料
3.5,85g新麦潮手撕面包（提子味）,2017/2/21 14:32,C,非饮料,饼干糕点
3.0,冰糖雪梨,2017/2/21 14:32,C,饮料,果蔬饮料
4.0,王老吉（罐）,2017/2/21 14:46,E,饮料,茶饮料
3.5,东鹏特饮,2017/2/21 15:55,E,饮料,功能饮料
3.5,东鹏特饮,2017/2/21 16:38,E,饮料,功能饮料
3.5,东鹏特饮,2017/2/21 18:10,E,饮料,功能饮料
3.5,东鹏特饮,2017/2/21 18:25,E,饮料,功能饮料
5.0,脉动,2017/2/21 18:50,E,饮料,功能饮料
3.5,果粒橙,2017/2/21 19:55,C,饮料,果蔬饮料
3.0,统一绿茶,2017/2/22 00:02,C,饮料,茶饮料
3.0,印尼芝士威化饼干,2017/2/22 00:02,E,非饮料,饼干糕点
3.0,伊利优酸乳,2017/2/22 00:23,C,饮料,乳制品
3.0,伊利优酸乳,2017/2/22 02:28,E,饮料,乳制品
6.0,红牛,2017/2/22 09:00,D,饮料,功能饮料
3.0,伊利优酸乳,2017/2/22 09:22,C,饮料,乳制品
3.0,伊利优酸乳,2017/2/22 09:25,E,饮料,乳制品
2.5,雪碧330ml,2017/2/22 10:30,B,饮料,碳酸饮料
5.0,阿萨姆奶茶,2017/2/22 10:30,C,饮料,茶饮料
4.0,脉动,2017/2/22 11:34,E,饮料,功能饮料
4.0,脉动,2017/2/22 11:55,E,饮料,功能饮料
4.0,银鹭八宝粥,2017/2/22 12:12,B,饮料,方便速食
4.0,阿萨姆奶茶,2017/2/22 12:13,B,饮料,茶饮料
3.0,统一冰红茶,2017/2/22 12:15,A,饮料,茶饮料
3.5,东鹏特饮,2017/2/22 12:15,B,饮料,功能饮料
3.0,熊字饼,2017/2/22 12:20,B,非饮料,饼干糕点
3.5,东鹏特饮,2017/2/22 12:28,B,饮料,功能饮料
4.0,脉动,2017/2/22 13:38,B,饮料,功能饮料
3.5,可口可乐330ml,2017/2/22 13:38,C,饮料,碳酸饮料
4.0,营养快线,2017/2/22 14:35,A,饮料,乳制品
3.5,东鹏特饮,2017/2/22 14:51,E,饮料,功能饮料
1.0,香豆干,2017/2/22 15:04,E,非饮料,肉干/豆制品/蛋
5.0,王老吉（500ml）,2017/2/22 16:04,C,饮料,茶饮料
4.0,脉动,2017/2/22 16:04,E,饮料,功能饮料
3.5,东鹏特饮,2017/2/22 16:10,E,饮料,功能饮料
4.0,乐虎（380ml）,2017/2/22 16:11,A,饮料,功能饮料
3.5,芬达330ml,2017/2/22 16:11,C,饮料,碳酸饮料
3.5,500ml加多宝,2017/2/22 16:14,B,饮料,茶饮料
3.0,雪碧（500ml）,2017/2/22 16:14,B,饮料,碳酸饮料
5.0,营养快线,2017/2/22 16:14,C,饮料,乳制品
3.0,可口可乐（500ml）,2017/2/22 16:14,E,饮料,碳酸饮料
1.0,香豆干,2017/2/22 16:33,B,非饮料,肉干/豆制品/蛋
3.0,怡宝,2017/2/22 16:51,C,饮料,水
4.5,阿萨姆奶茶,2017/2/22 17:12,C,饮料,茶饮料
4.0,王老吉（罐）,2017/2/22 17:38,A,饮料,茶饮料
4.5,阿萨姆奶茶,2017/2/22 18:45,E,饮料,茶饮料
3.0,芬达330ml,2017/2/22 19:02,C,饮料,碳酸饮料
4.0,王老吉（罐）,2017/2/22 19:22,D,饮料,茶饮料
3.5,伊利优酸乳,2017/2/22 19:28,C,饮料,乳制品
4.0,熊字饼,2017/2/22 19:43,C,非饮料,饼干糕点
3.0,500ml康师傅冰糖雪梨,2017/2/22 19:44,C,饮料,果蔬饮料
3.0,可口可乐330ml,2017/2/22 19:44,C,饮料,碳酸饮料
4.0,阿萨姆奶茶,2017/2/22 21:06,E,饮料,茶饮料
4.0,阿萨姆奶茶,2017/2/22 22:06,B,饮料,茶饮料
4.5,脉动,2017/2/22 22:46,C,饮料,功能饮料
4.5,脉动,2017/2/23 00:54,E,饮料,功能饮料
3.5,东鹏特饮,2017/2/23 09:37,E,饮料,功能饮料
3.5,统一绿茶,2017/2/23 10:49,C,饮料,茶饮料
3.0,卫龙大面筋,2017/2/23 11:00,E,非饮料,肉干/豆制品/蛋
3.0,卫龙大面筋,2017/2/23 11:47,B,非饮料,肉干/豆制品/蛋
3.5,王老吉（罐）,2017/2/23 11:49,E,饮料,茶饮料
3.5,东鹏特饮,2017/2/23 13:27,E,饮料,功能饮料
3.5,王老吉（罐）,2017/2/23 13:32,E,饮料,茶饮料
4.0,营养快线,2017/2/23 13:50,E,饮料,乳制品
4.0,营养快线,2017/2/23 13:55,B,饮料,乳制品
3.0,熊字饼,2017/2/23 14:03,E,非饮料,饼干糕点
3.0,维他柠檬茶,2017/2/23 14:55,A,饮料,茶饮料
3.0,维他柠檬茶,2017/2/23 15:22,A,饮料,茶饮料
3.0,维他柠檬茶,2017/2/23 15:25,D,饮料,茶饮料
3.0,可口可乐330ml,2017/2/23 15:56,C,饮料,碳酸饮料
4.0,尖叫,2017/2/23 15:56,E,饮料,功能饮料
4.0,营养快线,2017/2/23 16:07,E,饮料,乳制品
2.0,怡宝纯净水,2017/2/23 16:08,B,饮料,水
1.0,咪咪,2017/2/23 16:09,B,非饮料,膨化食品
5.0,王老吉（500ml）,2017/2/23 16:09,C,饮料,茶饮料
2.5,维他柠檬茶,2017/2/23 16:12,A,饮料,茶饮料
2.5,芬达330ml,2017/2/23 16:12,C,饮料,碳酸饮料
4.0,脉动,2017/2/23 16:12,E,饮料,功能饮料
3.0,果粒橙,2017/2/23 16:20,A,饮料,果蔬饮料
5.0,脉动,2017/2/23 16:20,C,饮料,功能饮料
2.0,怡宝纯净水,2017/2/23 16:20,D,饮料,水
3.5,东鹏特饮,2017/2/23 16:24,B,饮料,功能饮料
3.5,东鹏特饮,2017/2/23 16:25,E,饮料,功能饮料
3.5,芬达330ml,2017/2/23 16:27,C,饮料,碳酸饮料
2.0,怡宝纯净水,2017/2/23 16:27,D,饮料,水
5.0,脉动,2017/2/23 17:09,C,饮料,功能饮料
3.0,可口可乐最新款,2017/2/23 17:09,D,饮料,碳酸饮料
3.5,王老吉（罐）,2017/2/23 17:14,A,饮料,茶饮料
5.0,脉动,2017/2/23 17:14,C,饮料,功能饮料
3.5,伊利优酸乳,2017/2/23 18:17,E,饮料,乳制品
2.0,雪力矿泉水,2017/2/23 19:51,B,饮料,水
3.0,果粒橙,2017/2/23 19:51,E,饮料,果蔬饮料
4.0,营养快线,2017/2/23 21:38,E,饮料,乳制品
4.0,营养快线,2017/2/24 02:16,D,饮料,乳制品
4.0,营养快线,2017/2/24 02:45,A,饮料,乳制品
1.0,香豆干,2017/2/24 08:57,D,非饮料,肉干/豆制品/蛋
4.0,王老吉（罐）,2017/2/24 09:00,E,饮料,茶饮料
1.0,香豆干,2017/2/24 09:51,A,非饮料,肉干/豆制品/蛋
4.0,果粒橙,2017/2/24 10:09,E,饮料,果蔬饮料
4.0,脉动,2017/2/24 11:22,A,饮料,功能饮料
2.0,怡宝纯净水,2017/2/24 11:22,D,饮料,水
1.5,鸭翅,2017/2/24 12:02,B,非饮料,肉干/豆制品/蛋
2.5,雪碧330ml,2017/2/24 12:13,B,饮料,碳酸饮料
3.0,可口可乐（500ml）,2017/2/24 13:42,B,饮料,碳酸饮料
5.0,脉动,2017/2/24 13:42,C,饮料,功能饮料
1.0,小鱼仔,2017/2/24 14:22,B,非饮料,海味零食
1.0,小鱼仔,2017/2/24 14:51,B,非饮料,海味零食
2.5,凤爪,2017/2/24 14:59,B,非饮料,肉干/豆制品/蛋
5.0,脉动,2017/2/24 14:59,C,饮料,功能饮料
3.0,果粒橙,2017/2/24 16:02,A,饮料,果蔬饮料
2.5,维他柠檬茶,2017/2/24 16:02,C,饮料,茶饮料
4.0,王老吉（罐）,2017/2/24 16:05,E,饮料,茶饮料
4.0,营养快线,2017/2/24 16:07,B,饮料,乳制品
3.0,卫龙大面筋,2017/2/24 16:18,A,非饮料,肉干/豆制品/蛋
4.5,40g上好佳田园薯片,2017/2/24 16:18,C,非饮料,膨化食品
3.5,东鹏特饮,2017/2/24 16:18,C,饮料,功能饮料
3.0,统一绿茶,2017/2/24 16:24,B,饮料,茶饮料
3.0,维他柠檬茶,2017/2/24 16:28,B,饮料,茶饮料
4.0,统一绿茶,2017/2/24 16:58,E,饮料,茶饮料
6.0,红牛,2017/2/24 17:12,B,饮料,功能饮料
3.5,伊利优酸乳,2017/2/24 17:12,C,饮料,乳制品
2.0,鸡爪,2017/2/24 17:15,A,非饮料,肉干/豆制品/蛋
2.5,伊利优酸乳,2017/2/24 17:29,A,饮料,乳制品
3.5,东鹏特饮,2017/2/24 17:29,D,饮料,功能饮料
3.5,东鹏特饮,2017/2/24 17:29,E,饮料,功能饮料
1.5,香豆干,2017/2/25 00:14,B,非饮料,肉干/豆制品/蛋
3.0,统一绿茶,2017/2/25 00:14,C,饮料,茶饮料
2.0,怡宝,2017/2/25 02:07,B,饮料,水
2.5,伊利优酸乳,2017/2/25 08:20,B,饮料,乳制品
2.5,可口可乐330ml,2017/2/25 08:32,A,饮料,碳酸饮料
4.0,可口可乐（500ml）,2017/2/25 10:01,E,饮料,碳酸饮料
4.0,统一冰红茶,2017/2/25 10:39,C,饮料,茶饮料
4.0,营养快线,2017/2/25 10:39,D,饮料,乳制品
3.0,雪碧最新款,2017/2/25 11:54,C,饮料,碳酸饮料
5.0,500ml统一阿萨姆奶茶,2017/2/25 11:54,E,饮料,茶饮料
4.0,营养快线,2017/2/25 11:54,E,饮料,乳制品
4.0,阿萨姆奶茶,2017/2/25 11:56,B,饮料,茶饮料
2.0,怡宝纯净水,2017/2/25 12:15,B,饮料,水
4.0,脉动,2017/2/25 13:35,A,饮料,功能饮料
4.0,脉动,2017/2/25 14:01,D,饮料,功能饮料
3.5,东鹏特饮,2017/2/25 14:17,B,饮料,功能饮料
4.0,果粒橙,2017/2/25 14:38,E,饮料,果蔬饮料
4.0,果粒橙,2017/2/25 15:20,E,饮料,果蔬饮料
4.0,阿萨姆奶茶,2017/2/25 15:24,B,饮料,茶饮料
3.0,芬达330ml,2017/2/25 15:24,C,饮料,碳酸饮料
3.0,怡宝,2017/2/25 18:30,B,饮料,水
2.0,5片装益达绿箭口香糖,2017/2/26 01:20,C,非饮料,糖果/巧克力
3.0,统一冰红茶,2017/2/26 01:20,C,饮料,茶饮料
3.0,怡宝,2017/2/26 04:24,C,饮料,水
3.0,卫龙大面筋,2017/2/26 04:25,B,非饮料,肉干/豆制品/蛋
3.5,统一绿茶,2017/2/26 04:27,B,饮料,茶饮料
3.5,统一绿茶,2017/2/26 07:48,C,饮料,茶饮料
4.5,阿萨姆奶茶,2017/2/26 09:52,B,饮料,茶饮料
4.5,阿萨姆奶茶,2017/2/26 10:14,C,饮料,茶饮料
3.0,统一冰红茶,2017/2/26 11:20,B,饮料,茶饮料
3.0,怡宝,2017/2/26 12:40,B,饮料,水
3.0,怡宝,2017/2/26 14:04,C,饮料,水
3.5,果粒橙,2017/2/26 15:06,B,饮料,果蔬饮料
3.5,果粒橙,2017/2/26 15:33,C,饮料,果蔬饮料
3.5,果粒橙,2017/2/26 16:20,B,饮料,果蔬饮料
3.5,果粒橙,2017/2/26 16:56,C,饮料,果蔬饮料
3.0,统一冰红茶,2017/2/26 18:09,E,饮料,茶饮料
3.0,统一冰红茶,2017/2/26 18:12,B,饮料,茶饮料
3.0,统一冰红茶,2017/2/26 18:26,E,饮料,茶饮料
3.0,卫龙大面筋,2017/2/26 18:27,A,非饮料,肉干/豆制品/蛋
3.0,卫龙大面筋,2017/2/26 23:05,D,非饮料,肉干/豆制品/蛋
3.0,卫龙大面筋,2017/2/27 01:44,A,非饮料,肉干/豆制品/蛋
4.0,营养快线,2017/2/27 08:58,A,饮料,乳制品
4.0,450ml美汁源果粒橙,2017/2/27 08:58,C,饮料,果蔬饮料
3.0,芬达330ml,2017/2/27 08:58,C,饮料,碳酸饮料
4.0,可口可乐（500ml）,2017/2/27 09:02,E,饮料,碳酸饮料
3.0,卫龙大面筋,2017/2/27 09:24,D,非饮料,肉干/豆制品/蛋
4.0,银鹭八宝粥,2017/2/27 11:56,A,饮料,方便速食
3.0,雪碧（500ml）,2017/2/27 12:19,A,饮料,碳酸饮料
4.0,银鹭八宝粥,2017/2/27 12:35,D,饮料,方便速食
4.5,椰树牌椰汁,2017/2/27 13:44,A,饮料,植物蛋白
1.0,香豆干,2017/2/27 14:17,E,非饮料,肉干/豆制品/蛋
4.0,王老吉（500ml）,2017/2/27 14:38,A,饮料,茶饮料
3.0,伊利纯牛奶,2017/2/27 14:49,D,饮料,乳制品
1.0,香豆干,2017/2/27 14:59,E,非饮料,肉干/豆制品/蛋
4.0,王老吉（罐）,2017/2/27 15:39,E,饮料,茶饮料
6.0,雀巢咖啡,2017/2/27 15:44,B,饮料,咖啡
3.0,怡宝,2017/2/27 15:44,C,饮料,水
4.0,营养快线,2017/2/27 15:57,B,饮料,乳制品
4.5,阿萨姆奶茶,2017/2/27 16:10,C,饮料,茶饮料
2.0,怡宝,2017/2/27 16:12,A,饮料,水
4.0,阿萨姆奶茶,2017/2/27 16:12,D,饮料,茶饮料
4.0,银鹭八宝粥,2017/2/27 16:12,E,饮料,方便速食
4.0,王老吉（罐）,2017/2/27 16:13,E,饮料,茶饮料
4.5,营养快线,2017/2/27 16:14,C,饮料,乳制品
4.0,营养快线,2017/2/27 16:14,E,饮料,乳制品
4.0,脉动,2017/2/27 16:15,B,饮料,功能饮料
4.0,果粒橙,2017/2/27 16:18,C,饮料,果蔬饮料
2.5,芬达330ml,2017/2/27 16:18,E,饮料,碳酸饮料
4.0,脉动,2017/2/27 16:19,D,饮料,功能饮料
3.0,统一绿茶,2017/2/27 16:22,D,饮料,茶饮料
5.0,营养快线,2017/2/27 16:43,C,饮料,乳制品
2.5,维他柠檬茶,2017/2/27 16:43,E,饮料,茶饮料
1.0,香豆干,2017/2/27 17:16,B,非饮料,肉干/豆制品/蛋
3.5,东鹏特饮,2017/2/27 17:19,E,饮料,功能饮料
3.5,东鹏特饮,2017/2/27 17:20,B,饮料,功能饮料
3.0,可口可乐最新款,2017/2/27 17:23,B,饮料,碳酸饮料
3.0,怡宝,2017/2/27 17:34,C,饮料,水
3.0,卫龙大面筋,2017/2/27 17:34,E,非饮料,肉干/豆制品/蛋
3.0,可口可乐最新款,2017/2/27 17:59,C,饮料,碳酸饮料
3.0,怡宝,2017/2/27 19:10,B,饮料,水
3.0,怡宝,2017/2/27 19:12,C,饮料,水
1.5,香豆干,2017/2/27 19:12,E,非饮料,肉干/豆制品/蛋
3.0,怡宝,2017/2/27 19:14,C,饮料,水
4.5,阿萨姆奶茶,2017/2/27 19:48,B,饮料,茶饮料
4.5,阿萨姆奶茶,2017/2/27 20:55,C,饮料,茶饮料
4.0,脉动,2017/2/27 23:24,D,饮料,功能饮料
4.0,脉动,2017/2/28 11:37,A,饮料,功能饮料
3.0,可口可乐最新款,2017/2/28 11:38,D,饮料,碳酸饮料
3.0,可口可乐最新款,2017/2/28 14:35,A,饮料,碳酸饮料
3.0,怡宝,2017/2/28 14:36,B,饮料,水
3.0,怡宝,2017/2/28 14:55,C,饮料,水
5.0,王老吉（500ml）,2017/2/28 16:48,C,饮料,茶饮料
3.0,百事可乐500ml,2017/2/28 16:48,E,饮料,碳酸饮料
1.5,香豆干,2017/2/28 17:45,B,非饮料,肉干/豆制品/蛋
3.0,可口可乐330ml,2017/2/28 21:47,E,饮料,碳酸饮料
3.0,怡宝,2017/2/28 23:06,B,饮料,水
3.0,雪碧最新款,2017/3/1 12:33,E,饮料,碳酸饮料
1.0,香豆干,2017/3/1 21:38,A,非饮料,肉干/豆制品/蛋
3.5,东鹏特饮,2017/3/3 15:29,B,饮料,功能饮料
5.5,268ml雀巢咖啡丝滑拿铁,2017/3/3 16:23,E,饮料,咖啡
6.5,430g泰奇八宝粥,2017/3/3 17:21,E,非饮料,方便速食
1.0,香豆干,2017/3/12 00:54,E,非饮料,肉干/豆制品/蛋
3.0,雪碧最新款,2017/3/12 16:29,E,饮料,碳酸饮料
3.0,怡宝,2017/3/13 22:38,C,饮料,水
3.5,果粒橙,2017/3/21 19:55,B,饮料,果蔬饮料
3.5,果粒橙,2017/3/21 21:39,B,饮料,果蔬饮料
4.5,阿萨姆奶茶,2017/3/28 19:56,C,饮料,茶饮料
3.5,丽芝士纳宝帝奶酪威化饼干,2017/3/28 19:56,C,非饮料,饼干糕点
4.5,250ml燕塘甜牛奶,2017/3/28 19:56,D,饮料,乳制品
4.0,脉动,2017/3/28 19:56,D,饮料,功能饮料
4.0,可口可乐（500ml）,2017/3/28 20:00,E,饮料,碳酸饮料
3.5,东鹏特饮,2017/3/28 20:04,B,饮料,功能饮料
3.0,怡宝,2017/3/28 20:04,C,饮料,水
2.5,凤爪,2017/3/28 20:05,B,非饮料,肉干/豆制品/蛋
2.0,145ml旺仔牛奶盒装,2017/3/28 20:05,C,饮料,乳制品
3.5,40g上好佳日式鱼果,2017/3/28 20:05,C,非饮料,膨化食品
4.0,果粒橙,2017/3/28 20:05,C,饮料,果蔬饮料
3.5,可乐可乐,2017/3/28 20:07,C,饮料,碳酸饮料
3.5,伊利优酸乳,2017/3/28 20:07,C,饮料,乳制品
3.5,250ML东鹏特饮,2017/3/28 20:08,C,饮料,功能饮料
3.5,维他原味豆奶,2017/3/28 20:08,C,饮料,植物蛋白
3.0,怡宝,2017/3/28 20:08,C,饮料,水
4.0,阿萨姆奶茶,2017/3/28 20:11,B,饮料,茶饮料
4.0,王老吉（500ml）,2017/3/28 20:12,E,饮料,茶饮料
2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/3/28 20:14,B,非饮料,饼干糕点
2.5,30g无穷农场盐_鸡蛋,2017/3/28 20:15,A,非饮料,肉干/豆制品/蛋
2.0,怡宝纯净水,2017/3/28 20:16,B,饮料,水
3.0,怡宝,2017/3/28 20:16,C,饮料,水
4.0,经典奶茶,2017/3/28 20:17,E,饮料,茶饮料
2.5,伊利优酸乳,2017/3/28 20:18,C,饮料,乳制品
3.5,东鹏特饮,2017/3/28 20:18,E,饮料,功能饮料
4.0,脉动,2017/3/28 20:19,E,饮料,功能饮料
4.0,阿萨姆奶茶,2017/3/28 20:20,E,饮料,茶饮料
4.0,威化饼干,2017/3/28 20:21,B,非饮料,饼干糕点
4.0,果粒橙,2017/3/28 20:21,C,饮料,果蔬饮料
2.5,雪碧330ml,2017/3/28 20:22,A,饮料,碳酸饮料
3.5,维他柠檬茶,2017/3/28 20:23,C,饮料,茶饮料
3.0,怡宝,2017/3/28 20:23,C,饮料,水
2.0,怡宝纯净水,2017/3/28 20:25,A,饮料,水
3.0,百事可乐500ml,2017/3/28 20:27,C,饮料,碳酸饮料
3.5,东鹏特饮,2017/3/28 20:27,E,饮料,功能饮料
3.5,维他柠檬茶,2017/3/28 20:28,B,饮料,茶饮料
4.0,营养快线,2017/3/28 20:28,B,饮料,乳制品
4.0,果粒橙,2017/3/28 20:28,C,饮料,果蔬饮料
4.0,营养快线,2017/3/28 20:28,E,饮料,乳制品
3.0,果粒橙,2017/3/28 20:29,B,饮料,果蔬饮料
4.0,营养快线,2017/3/28 20:29,D,饮料,乳制品
4.0,阿萨姆奶茶,2017/3/28 20:30,E,饮料,茶饮料
2.5,雪碧330ml,2017/3/28 20:31,B,饮料,碳酸饮料
4.0,营养快线,2017/3/28 20:32,B,饮料,乳制品
4.0,果粒橙,2017/3/28 20:32,C,饮料,果蔬饮料
1.5,香脆肠,2017/3/28 20:32,E,非饮料,肉干/豆制品/蛋
3.0,怡宝,2017/3/28 20:33,C,饮料,水
4.0,王老吉（500ml）,2017/3/28 20:33,D,饮料,茶饮料
3.5,王老吉（罐）,2017/3/28 20:35,B,饮料,茶饮料
3.5,东鹏特饮,2017/3/28 20:36,B,饮料,功能饮料
4.0,银鹭八宝粥,2017/3/28 20:37,E,饮料,方便速食
3.0,怡宝,2017/3/28 20:38,C,饮料,水
2.0,伊利优酸乳,2017/3/28 20:38,D,饮料,乳制品
4.0,尖叫,2017/3/28 20:39,E,饮料,功能饮料
4.0,阿萨姆奶茶,2017/3/28 20:40,E,饮料,茶饮料
3.0,250ml维他奶巧克力味,2017/3/28 20:41,B,饮料,植物蛋白
3.0,伊利纯牛奶,2017/3/28 20:41,B,饮料,乳制品
4.0,果粒橙,2017/3/28 20:41,C,饮料,果蔬饮料
1.0,香脆肠,2017/3/28 20:42,B,非饮料,肉干/豆制品/蛋
5.0,乐虎,2017/3/28 20:44,B,饮料,功能饮料
5.0,营养快线,2017/3/28 20:45,C,饮料,乳制品
3.0,统一绿茶,2017/3/28 20:45,D,饮料,茶饮料
1.5,12g劲仔小鱼卤香味,2017/3/28 20:47,B,非饮料,肉干/豆制品/蛋
2.5,可口可乐330ml,2017/3/28 20:47,B,饮料,碳酸饮料
5.0,脉动,2017/3/28 20:47,C,饮料,功能饮料
4.0,王老吉（500ml）,2017/3/28 20:48,B,饮料,茶饮料
3.5,东鹏特饮,2017/3/28 20:49,B,饮料,功能饮料
2.5,伊利优酸乳,2017/3/28 20:50,A,饮料,乳制品
4.0,王老吉（罐）,2017/3/28 20:50,C,饮料,茶饮料
4.0,阿萨姆奶茶,2017/3/28 20:51,E,饮料,茶饮料
4.0,统一冰红茶,2017/3/28 20:53,E,饮料,茶饮料
4.0,王老吉（罐）,2017/3/28 20:54,C,饮料,茶饮料
2.5,可口可乐330ml,2017/3/28 20:54,E,饮料,碳酸饮料
2.5,维他柠檬茶,2017/3/28 20:55,B,饮料,茶饮料
3.0,怡宝,2017/3/28 20:55,C,饮料,水
